,0,1,2,3,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[6].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[2].lengthscales,1.4138969869297295,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[7].variance,0.7400120434048792,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[7].lengthscales,1440.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].variance,0.8881769544227451,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].lengthscales,1.1190560680805393,2.2641376014588013,1.6682694705556544,1.9611141858813843,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].variance,0.7664798451412157,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].lengthscales,1.3373942386130528,2.243504844139499,0.7511468515607852,1.9230992908602451,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[0].variance,0.6623057812371487,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[2].lengthscales,1.6033689663298878,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[0].variance,0.4937628525817492,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[2].lengthscales,1.6033689663298878,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[0].variance,0.6794437600159556,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[2].lengthscales,1.6033689663298878,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[0].variance,0.6263893538638954,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-8.65907718e-01  1.87000000e+02 -1.02059199e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.49624453e+00  6.32000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.35233372e-01  1.34300000e+03 -9.65059439e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-5.70638687e-01  1.29200000e+03  8.42742683e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.26002931e+00  2.59000000e+02 -8.00909026e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.04896559e-01  1.30100000e+03 -1.66331155e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
