,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [-9.94551140e-02],
       [ 4.13903496e-01],
       [ 1.42931802e-01],
       [ 3.66025380e-01],
       [-5.07113124e-02],
       [-2.01568291e-01],
       [ 4.49316042e-01],
       [-1.88161298e-01],
       [-2.77198356e-02],
       [ 3.77340067e-02],
       [ 3.58608210e-01],
       [ 9.45517473e-02],
       [-2.27725409e-01],
       [-1.34255472e-01],
       [ 1.97341061e-01],
       [-3.04081904e-01],
       [ 1.50709399e-01],
       [-2.54762670e-01],
       [ 2.97727451e-01],
       [ 1.44332906e-01],
       [-1.50500725e-01],
       [-1.07567081e-01],
       [ 2.89794943e-01],
       [-1.45349488e-01],
       [-2.26215024e-02],
       [-1.78285333e-01],
       [-2.45749524e-02],
       [-2.87282054e-02],
       [-3.79643089e-01],
       [-1.67173549e-01],
       [-5.00791870e-01],
       [ 3.54490351e-01],
       [-3.15886668e-01],
       [ 9.91503001e-03],
       [-1.53390752e-02],
       [-1.03917048e-02],
       [-2.42092186e-01],
       [-3.32503379e-01],
       [-2.02008764e-02],
       [ 3.56026419e-01],
       [ 5.95105265e-01],
       [ 5.96922865e-01],
       [-4.43590047e-01],
       [ 1.72440931e-01],
       [ 1.97591222e-01],
       [ 3.02742954e-01],
       [-1.08468591e-01],
       [ 5.10552479e-01],
       [ 1.47666369e-01],
       [-1.31277126e-01],
       [-1.98139033e-01],
       [-1.76654058e-01],
       [-4.79076034e-02],
       [-1.62034766e-01],
       [-6.27185063e-01],
       [ 1.12539692e-01],
       [-6.08888495e-01],
       [ 3.84591611e-01],
       [-7.96937782e-02],
       [ 6.42530397e-01],
       [ 4.03995833e-01],
       [ 2.48325066e-01],
       [ 6.82753467e-01],
       [ 1.52084098e-01],
       [ 6.13327898e-03],
       [-1.48882841e-01],
       [ 2.49282323e-01],
       [-5.74159019e-01],
       [ 1.75718236e-01],
       [ 5.46593834e-01],
       [ 9.15505183e-02],
       [-1.28123912e-01],
       [-1.15064054e-01],
       [ 2.44142995e-01],
       [-8.04635534e-02],
       [ 2.65947997e-01],
       [-2.72173186e-01],
       [-5.92874897e-02],
       [-3.40457331e-02],
       [ 2.60722650e-02],
       [ 9.01100208e-02],
       [ 2.56543944e-02],
       [ 1.02220581e-01],
       [ 1.45863836e-03],
       [-4.48054148e-02],
       [ 9.35282382e-02],
       [ 1.44661154e-02],
       [ 3.44306462e-01],
       [-6.85059448e-02],
       [ 5.09333494e-02],
       [ 5.03774391e-01],
       [ 2.67602575e-01],
       [-2.84125647e-01],
       [ 1.66094137e-01],
       [-1.32155086e-03],
       [-3.96380063e-01],
       [ 2.79269672e-02],
       [ 1.28482467e-01],
       [-2.28969113e-01],
       [-4.44751639e-02],
       [-6.86761044e-04],
       [ 4.47906797e-01],
       [ 9.70745896e-02],
       [-2.86654204e-02],
       [ 4.86671216e-01],
       [-1.98580341e-01],
       [-2.42801142e-01],
       [-2.54123863e-04],
       [-6.67280183e-01],
       [ 3.26859915e-01],
       [ 8.98993412e-02],
       [-3.52951196e-01],
       [-6.53585487e-03],
       [-1.60393101e-01],
       [-3.24976481e-02],
       [-4.40201118e-02],
       [-4.20179652e-01],
       [ 4.56160216e-01],
       [ 9.64826931e-02],
       [ 1.67426418e-02],
       [ 4.60394175e-02],
       [-6.12373939e-02],
       [-1.55241627e-01],
       [-1.89834965e-01],
       [ 1.84568284e-01],
       [ 1.67703174e-02],
       [-2.21665803e-01],
       [ 1.16791238e-01],
       [ 3.98720430e-01],
       [ 1.55860196e-01],
       [-2.47715135e-02],
       [ 2.87375702e-01],
       [-2.28978058e-01],
       [ 3.91303086e-01],
       [-1.69476665e-01],
       [-8.89606113e-02],
       [-1.25033100e-01],
       [-1.83454714e-01],
       [ 5.09141990e-01],
       [-9.43010299e-02],
       [-4.42024903e-02],
       [-4.03374636e-01],
       [ 1.86181572e-01],
       [ 3.86172599e-02],
       [ 2.10418810e-01],
       [ 2.39940178e-01],
       [-1.54901611e-02],
       [ 2.06394465e-01],
       [-3.20297383e-01],
       [-4.52405619e-01],
       [ 2.09424707e-01],
       [ 3.92229546e-02],
       [-6.23157603e-01],
       [ 1.38871151e-01],
       [ 4.05008058e-01],
       [-5.45647342e-01],
       [ 2.14006452e-01],
       [ 1.40465146e-01],
       [-5.75962156e-01],
       [ 3.25099097e-02],
       [-1.69032934e-01],
       [ 6.81104814e-03],
       [ 7.29823750e-02],
       [-1.23453145e-01],
       [-2.59070932e-01],
       [-6.82583059e-02],
       [ 6.10248732e-03],
       [-2.34373269e-01],
       [-4.14033843e-01],
       [ 1.66546230e-02],
       [ 3.20379647e-01],
       [ 1.97141887e-01],
       [-3.35153189e-02],
       [ 7.13053802e-02],
       [-6.17758785e-02],
       [ 8.88935944e-02],
       [ 1.96857076e-01],
       [ 4.17939965e-01],
       [-9.74405168e-02],
       [-4.24121419e-01],
       [ 1.63963249e-01],
       [ 4.74128397e-02],
       [-3.40089380e-01],
       [-3.62552583e-02],
       [-1.29018441e-01],
       [-1.56329805e-01],
       [ 7.36771755e-02],
       [-1.10180718e-01],
       [-2.42382961e-01],
       [ 2.54693376e-01],
       [-5.12847286e-01],
       [-4.99095551e-02],
       [-1.54369537e-01],
       [-2.59578174e-01],
       [-1.47361622e-02],
       [-2.33457129e-03],
       [-1.63531102e-01],
       [-1.87198350e-01],
       [-2.74099516e-01],
       [-1.69366898e-01],
       [ 1.70505598e-05],
       [-3.56838349e-01],
       [-1.43318081e-02],
       [ 1.84626654e-02],
       [-9.07088486e-02],
       [ 3.64519840e-01],
       [-4.30741402e-03],
       [ 3.04509063e-01],
       [ 1.73546657e-01],
       [-8.39382004e-04],
       [ 1.44580044e-02],
       [ 5.69705287e-01],
       [-2.80835631e-01],
       [ 1.90199491e-01],
       [-1.68671905e-01],
       [ 1.91884275e-01],
       [-3.03621930e-02],
       [-1.67081320e-02],
       [-4.19226079e-01],
       [-4.72703596e-01],
       [-1.63825637e-01],
       [ 3.43557757e-02],
       [ 5.01244497e-02],
       [-5.80010471e-01],
       [ 3.27666469e-01],
       [-2.85001945e-01],
       [-6.07931962e-03],
       [ 1.32001270e-01],
       [-7.48611948e-03],
       [ 2.83694638e-01],
       [-1.54337968e-01],
       [ 3.50731615e-01],
       [-3.52852493e-01],
       [-1.54878030e-02],
       [-1.86840048e-01],
       [-2.33933932e-01],
       [-2.56901117e-03],
       [ 1.43079458e-01],
       [ 2.81141389e-01],
       [ 1.30846605e-01],
       [ 7.83224275e-02],
       [ 7.29516711e-01],
       [ 1.01343580e-01],
       [-2.24614636e-01],
       [-3.47243248e-01],
       [-2.18736818e-02],
       [-1.39763948e-01],
       [-4.71153210e-01],
       [ 2.25518745e-01],
       [-2.03423105e-01],
       [ 3.60583710e-02],
       [ 2.23416480e-01],
       [-2.88914270e-02],
       [-6.79746431e-02],
       [ 4.06660724e-01],
       [ 3.74828432e-01],
       [-2.88515675e-03],
       [-7.37211093e-02],
       [-2.23096100e-01],
       [ 1.76422762e-01],
       [ 1.95918708e-02],
       [-2.68866393e-02],
       [-6.18696688e-02],
       [ 1.35828003e-02],
       [-1.54261710e-02],
       [ 4.26230068e-03],
       [-3.33594830e-01],
       [-1.54767555e-01],
       [ 1.15514240e-01],
       [-8.04126135e-02],
       [ 4.99304569e-04],
       [ 1.11691897e-01],
       [ 2.72390695e-02],
       [ 1.12274435e-01],
       [-3.87233458e-02],
       [-3.53988452e-01],
       [-1.89556854e-02],
       [-2.13214853e-01],
       [-2.02394548e-01],
       [-2.15890242e-02],
       [-5.47940133e-03],
       [-6.56196983e-01],
       [-5.75099255e-01],
       [ 6.67474968e-01],
       [ 7.40895442e-02],
       [-3.78729460e-01],
       [-2.24811329e-01],
       [-1.35217162e-02],
       [ 7.99481786e-02],
       [-4.26103760e-02],
       [ 5.17461433e-02],
       [-1.09459137e-02],
       [ 2.16714207e-01],
       [-5.97212611e-02],
       [ 4.72328690e-01],
       [ 2.67271457e-01],
       [ 1.10988203e-01],
       [ 4.55119108e-02],
       [ 7.17413345e-02],
       [ 2.19044175e-01],
       [-1.59624871e-01],
       [ 1.50131756e-01],
       [ 1.31328315e-02],
       [ 2.76035205e-01],
       [ 3.85550127e-01],
       [ 8.87799253e-02],
       [-1.80641388e-01],
       [-7.27918937e-02],
       [-7.60401065e-02],
       [ 3.06123599e-02],
       [ 4.76674627e-01],
       [ 1.43270332e-01],
       [ 4.07960052e-04],
       [ 1.15933930e-01],
       [ 1.43761206e-01],
       [-3.30693201e-02],
       [ 7.74386557e-04],
       [ 1.62781414e-01],
       [ 4.46102773e-02],
       [ 2.85204679e-01],
       [-1.78356749e-01],
       [ 7.43546505e-02],
       [-1.66018763e-01],
       [-2.25082301e-01],
       [ 6.50332034e-01],
       [ 6.02308921e-02],
       [-2.31886998e-01],
       [ 3.23858870e-01],
       [-2.72005991e-02],
       [-2.22127184e-02],
       [-1.68728118e-01],
       [-2.21597974e-01],
       [-2.00131727e-01],
       [ 3.07645477e-01],
       [-3.73010291e-04],
       [ 4.47282657e-02],
       [-6.06575866e-03],
       [-1.80537268e-01],
       [ 4.22757148e-02],
       [-1.70286195e-01],
       [ 4.27079735e-02],
       [-1.26645736e-01],
       [ 4.98169333e-01],
       [ 5.20550510e-02],
       [-9.26868664e-03],
       [ 9.64637141e-02],
       [ 2.69600148e-02],
       [ 9.49712451e-02],
       [ 3.88608636e-04],
       [-1.50974580e-01],
       [ 1.39234934e-01],
       [ 3.91711721e-02],
       [ 1.11454038e-01],
       [ 2.31062878e-03],
       [ 7.75519331e-02],
       [ 5.90405282e-02],
       [-1.25226288e-02],
       [-9.25473824e-02],
       [-3.67795993e-02],
       [-2.61023476e-02],
       [-1.25924590e-01],
       [-2.48531755e-01],
       [-9.71747102e-03],
       [-5.10824397e-01],
       [-1.36570088e-02],
       [ 3.65738205e-01],
       [ 2.23496045e-01],
       [-4.45128840e-02],
       [-3.45210475e-01],
       [-1.83135443e-01],
       [-2.76570900e-01],
       [-2.15194466e-01],
       [-4.86427622e-01],
       [-9.02380449e-02],
       [-5.70594520e-01],
       [-3.21820715e-01],
       [-4.62256884e-03],
       [ 3.14203375e-02],
       [ 1.05533195e-02],
       [ 3.08911496e-01],
       [-1.59496509e-01],
       [ 5.12640580e-02],
       [ 2.79666252e-02],
       [-2.48028393e-01],
       [-7.91481716e-02],
       [ 5.75222720e-02],
       [ 2.01400649e-01],
       [-2.99636850e-02],
       [-3.99352046e-03],
       [ 4.06060308e-02],
       [ 8.52121173e-03],
       [ 6.94495407e-02],
       [-2.52682631e-01],
       [-3.55031249e-01],
       [ 5.66718183e-02],
       [-6.36194589e-01],
       [ 5.16608114e-02],
       [ 1.80712893e-01],
       [-9.88101135e-02],
       [ 4.42452573e-01],
       [-8.85041786e-02],
       [ 2.44886673e-02],
       [-1.81899720e-01],
       [ 2.64000461e-02],
       [-3.29103065e-02],
       [ 1.00759779e-01],
       [ 2.50798483e-01],
       [-2.62323835e-02],
       [-2.61654617e-01],
       [ 2.88120930e-01],
       [-5.19650450e-01],
       [-2.52258465e-01],
       [-2.66700052e-02],
       [-9.30777635e-02],
       [ 3.21418112e-01],
       [-8.28685010e-03],
       [ 4.72849910e-02],
       [ 1.92739912e-02],
       [ 2.42540218e-02],
       [ 5.63471483e-02],
       [ 6.39177184e-02],
       [ 1.03348279e-01],
       [-9.54162888e-02],
       [ 4.48380045e-03],
       [-1.08433927e-01],
       [ 4.83894078e-02],
       [ 4.09725758e-01],
       [ 4.43292144e-02],
       [-9.61257608e-03],
       [ 1.13107511e-01],
       [-1.00163032e+00],
       [ 1.39439788e-03],
       [-8.80622821e-02],
       [-3.00335417e-01],
       [-4.16191472e-01],
       [ 2.78649477e-01],
       [-2.30875288e-01],
       [ 9.51874673e-04],
       [ 3.45484044e-04],
       [-4.18026930e-03],
       [ 1.12578573e-02],
       [ 2.86865613e-01],
       [ 6.62400128e-02],
       [-5.64560240e-02],
       [-2.25436301e-01],
       [-2.34285918e-01],
       [-1.75016775e-01],
       [ 5.33405429e-02],
       [ 1.69864885e-02],
       [-3.65225310e-01],
       [ 7.35510532e-02],
       [-2.64766111e-03],
       [-2.06838286e-01],
       [ 4.27961897e-01],
       [-1.25088386e-01],
       [-4.51183128e-01],
       [-2.56145131e-01],
       [-1.77189993e-03],
       [-1.05958090e-01],
       [-4.63531717e-02],
       [-4.22003559e-01],
       [ 3.36486554e-01],
       [-3.94733689e-04],
       [-4.76704410e-03],
       [ 1.09763975e-01],
       [ 6.95451377e-03],
       [-1.10986145e-02],
       [-1.23351072e-01],
       [ 8.90683462e-02],
       [ 3.44505252e-01],
       [ 7.36521584e-02],
       [-3.52375856e-02],
       [-2.87208275e-01],
       [ 2.45347605e-01],
       [ 7.27209027e-02],
       [ 1.44906256e-02],
       [-2.62479728e-02],
       [ 9.76145939e-02],
       [ 1.10921455e-01],
       [-1.63303117e-02],
       [ 3.33902076e-01],
       [-1.89401239e-01],
       [-4.03031548e-01],
       [-6.61308065e-01],
       [-1.90472588e-01],
       [-8.44593428e-02],
       [-3.16504721e-03],
       [ 3.27023141e-03],
       [-7.61564278e-02],
       [ 1.02968977e-03],
       [ 3.44280948e-01],
       [-2.88309300e-01],
       [ 2.43374360e-03],
       [ 6.75210568e-02],
       [-4.31867975e-01],
       [-1.06153496e-02],
       [-2.25079731e-02],
       [ 1.49731199e-01],
       [ 9.24745839e-02],
       [-1.09497775e-01],
       [-2.12828494e-04],
       [ 2.35924597e-01],
       [ 1.46616089e-01],
       [-2.60828497e-02],
       [-4.24095035e-01],
       [ 1.65065194e-01],
       [-1.12459042e-02],
       [-4.66889208e-03],
       [ 8.27388174e-03],
       [-2.40262131e-01],
       [ 7.11704298e-02],
       [ 6.93727312e-02],
       [ 5.38091189e-03],
       [-5.54602899e-02],
       [-5.22669394e-02],
       [-2.43254384e-01],
       [-2.33750993e-02],
       [-2.34779196e-01],
       [-2.89672673e-01],
       [ 2.38497684e-01],
       [ 6.91032386e-02],
       [-1.42472936e-01],
       [ 4.32570801e-01],
       [-8.70073007e-02],
       [-6.10237003e-02],
       [ 9.67524613e-02],
       [-4.08239840e-02],
       [-6.15467900e-02],
       [-6.95981755e-03],
       [-3.04746295e-02],
       [ 5.30237185e-03],
       [ 5.33976315e-02],
       [-5.41924313e-02],
       [ 3.43012364e-01],
       [ 1.93600766e-01],
       [-1.07774688e-01],
       [ 1.62437130e-03],
       [-5.71029178e-01],
       [ 8.74459210e-02],
       [-4.81834633e-03],
       [-1.36520419e-01],
       [ 4.07423442e-02],
       [ 5.10533083e-02],
       [-2.28078931e-02],
       [ 7.69097412e-02],
       [ 2.73409287e-01],
       [-1.24135578e-01],
       [ 3.12893416e-03],
       [-5.70029917e-02],
       [ 3.81633491e-01],
       [-6.27166028e-03],
       [ 6.53743428e-02],
       [ 3.56671934e-02],
       [ 6.92940662e-03],
       [ 2.67528927e-01],
       [ 3.47083898e-02],
       [ 6.17292573e-02],
       [-1.09703559e-01],
       [-8.51272360e-03],
       [-4.29859829e-01],
       [-2.14983313e-01],
       [-3.42220833e-01],
       [ 3.45290681e-02],
       [-1.93693085e-01],
       [-8.67889612e-02],
       [ 2.94534959e-02],
       [ 3.26982729e-03],
       [ 4.39538869e-03],
       [-2.80765832e-01],
       [-4.31750010e-04],
       [-7.68494149e-02],
       [-2.90359753e-02],
       [ 2.11338766e-01],
       [ 1.78318087e-01],
       [-2.76126678e-03],
       [ 1.61366770e-01],
       [-6.92749198e-02],
       [ 2.26185281e-03],
       [ 1.69965692e-01],
       [-2.27320997e-01],
       [ 2.06524539e-01],
       [ 2.20625304e-03],
       [ 2.81765520e-02],
       [ 7.04145314e-03],
       [-3.20624914e-04],
       [ 8.18064351e-02],
       [-7.02823272e-02],
       [-7.81051512e-01],
       [-5.61436839e-02],
       [-3.52632871e-01],
       [-2.65243867e-02],
       [ 2.91395912e-04],
       [ 9.57439373e-02],
       [ 7.36961219e-02],
       [-7.51436202e-02],
       [-2.81016136e-02],
       [-9.92401920e-02],
       [ 1.15805051e-02],
       [ 2.60161317e-02],
       [-2.86349563e-01],
       [ 3.30201825e-02],
       [ 9.32261741e-03],
       [-6.00313370e-02],
       [ 8.38373258e-02],
       [-7.28998375e-03],
       [-2.15117501e-02],
       [-2.25692972e-01],
       [ 2.44029743e-01],
       [-7.11187111e-01],
       [ 9.12411072e-02],
       [-8.99037254e-02],
       [-3.78662556e-02]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[-2.89229039e-01],
       [ 5.28368311e-01],
       [-8.52414636e-01],
       [-7.25338123e-01],
       [ 3.81060247e-01],
       [ 6.85120383e-01],
       [ 7.79605014e-01],
       [ 7.73248520e-01],
       [-4.49101321e-01],
       [-2.32591923e-01],
       [ 3.43676290e-01],
       [-8.80453331e-01],
       [ 7.53293781e-03],
       [ 1.25503737e-01],
       [-4.26051880e-01],
       [-1.68268764e-02],
       [-6.17638589e-01],
       [ 7.92446319e-01],
       [-6.07747564e-01],
       [ 4.88661461e-01],
       [-3.78898430e-01],
       [-1.00105874e-01],
       [-4.01764619e-01],
       [ 4.42173587e-04],
       [-1.91916602e-01],
       [-2.38762666e-01],
       [-3.96438323e-02],
       [-2.52995125e-02],
       [ 6.40768452e-01],
       [-1.53106609e-01],
       [ 4.75055945e-01],
       [ 3.51237568e-01],
       [-4.96437748e-01],
       [ 1.00944802e-01],
       [ 5.48281271e-01],
       [-5.91157562e-01],
       [ 3.05282829e-01],
       [ 4.69520950e-02],
       [-5.71060770e-01],
       [-1.56744337e-02],
       [-7.85887152e-02],
       [-1.61153849e-01],
       [ 6.34319137e-01],
       [-3.00377791e-01],
       [ 5.42344018e-01],
       [-5.75055825e-01],
       [-7.00364761e-01],
       [ 1.52022147e-01],
       [-7.91215135e-02],
       [-2.35056542e-01],
       [-1.32774243e-01],
       [-2.41781692e-02],
       [ 2.49842814e-01],
       [-2.38427713e-01],
       [-5.13758405e-01],
       [-1.43213632e-01],
       [ 3.40238014e-02],
       [ 5.53359710e-01],
       [ 3.50917305e-01],
       [-2.53257238e-01],
       [-4.82737288e-01],
       [ 2.02028680e-01],
       [ 3.13664504e-01],
       [ 6.34677531e-01],
       [-3.21829860e-01],
       [-4.94316639e-02],
       [ 6.17531153e-01],
       [ 3.90311699e-01],
       [-3.66690693e-01],
       [ 3.39197737e-01],
       [ 1.10696735e-01],
       [ 4.41996397e-01],
       [ 4.20036119e-02],
       [-9.24248676e-01],
       [-2.75801644e-01],
       [-1.77712216e-01],
       [ 2.58970733e-01],
       [-2.29369691e-01],
       [ 2.22472223e-01],
       [-6.48802602e-01],
       [ 3.82515516e-01],
       [-4.45353908e-01],
       [-3.62012665e-01],
       [ 4.79820591e-02],
       [ 2.79619378e-01],
       [ 5.95387965e-01],
       [-8.21508324e-03],
       [ 3.55976814e-01],
       [-5.20634293e-01],
       [ 3.21714607e-04],
       [-4.35494734e-01],
       [ 3.43847554e-01],
       [-4.08258463e-01],
       [ 5.22938591e-01],
       [ 1.95881351e-02],
       [ 2.28793689e-01],
       [-3.33410457e-01],
       [ 3.35956297e-01],
       [-3.34283525e-01],
       [-4.61418493e-01],
       [ 2.65909433e-01],
       [-5.64080670e-01],
       [-7.82775596e-01],
       [ 1.32864310e-01],
       [ 3.05421470e-01],
       [ 4.67300145e-01],
       [ 2.89996723e-01],
       [-1.60186000e-01],
       [ 4.34023054e-01],
       [-1.99336598e-02],
       [ 5.03654790e-01],
       [-2.75961041e-01],
       [ 6.23756255e-01],
       [-2.48202510e-01],
       [ 2.20273496e-01],
       [ 2.46311327e-01],
       [-1.05485968e-01],
       [-4.21861446e-01],
       [-4.65202231e-01],
       [ 3.70153104e-01],
       [ 3.36583640e-01],
       [ 6.16810120e-01],
       [-6.15275321e-01],
       [-6.98933682e-02],
       [-7.14179305e-01],
       [ 3.69695941e-01],
       [-3.05510340e-01],
       [-5.69078168e-01],
       [-3.22949358e-01],
       [ 2.94784505e-01],
       [-2.18021202e-01],
       [ 2.32633925e-02],
       [-6.46153830e-01],
       [-2.81431971e-01],
       [-1.67201057e-01],
       [-6.36629493e-01],
       [ 1.28644413e-01],
       [ 4.15780005e-01],
       [ 4.28731489e-01],
       [-3.45458345e-01],
       [-5.43333506e-01],
       [ 5.70948377e-02],
       [ 2.21913503e-01],
       [-3.56568735e-01],
       [-1.93613508e-01],
       [ 2.23690076e-01],
       [-1.27342417e-01],
       [ 1.20585720e-01],
       [ 3.46773875e-01],
       [ 4.52806942e-01],
       [ 5.58734776e-01],
       [ 6.29410360e-02],
       [-6.10390131e-01],
       [ 1.83247391e-01],
       [ 1.55791604e-01],
       [ 4.62222461e-01],
       [-2.09887490e-01],
       [ 6.41252655e-01],
       [-8.10785323e-01],
       [ 3.16906683e-01],
       [-4.08282269e-01],
       [ 3.06469747e-01],
       [ 1.65512941e-02],
       [-3.00739497e-01],
       [ 3.45238343e-01],
       [-6.50205825e-01],
       [-2.58472167e-01],
       [ 5.12203505e-01],
       [-8.19761354e-02],
       [-2.93063451e-01],
       [ 5.18232549e-01],
       [ 4.83400412e-01],
       [ 1.63678253e-01],
       [ 2.20279176e-01],
       [-3.57547550e-01],
       [-1.67474050e-01],
       [ 4.84379017e-02],
       [-4.69132776e-01],
       [-7.97873809e-03],
       [-2.69167364e-01],
       [ 6.60847661e-01],
       [-1.38667401e-01],
       [ 6.52185106e-01],
       [ 2.59944327e-02],
       [ 6.33071260e-01],
       [-5.30383741e-01],
       [-6.84259055e-02],
       [ 1.65899800e-01],
       [-7.33152766e-01],
       [-2.36743420e-01],
       [ 3.48567427e-01],
       [-4.33152394e-01],
       [-3.97741535e-02],
       [-2.82994763e-01],
       [-5.72220405e-01],
       [ 2.84357753e-02],
       [ 3.91867500e-01],
       [-5.68579834e-01],
       [ 1.09148156e-01],
       [ 3.93416918e-02],
       [-1.77321694e-01],
       [ 6.31897226e-01],
       [-4.02592102e-01],
       [-3.86803670e-01],
       [ 1.97014207e-01],
       [ 6.72126938e-01],
       [ 1.54908867e-01],
       [ 4.52168939e-01],
       [ 3.85029091e-01],
       [ 2.86207332e-02],
       [ 1.66738190e-01],
       [ 5.03703958e-01],
       [ 2.72201679e-01],
       [ 1.25148258e-01],
       [ 2.58550792e-01],
       [-2.38309226e-02],
       [-4.40156890e-01],
       [-1.33037634e-01],
       [ 2.52553580e-01],
       [ 3.95160061e-01],
       [-2.24405044e-01],
       [-4.25270275e-01],
       [-6.52238877e-02],
       [-2.83694854e-01],
       [-1.80913765e-01],
       [-3.09247135e-01],
       [ 1.19422315e-01],
       [ 5.44479807e-01],
       [ 3.68613231e-01],
       [-1.30810288e-01],
       [-1.06378062e-02],
       [-3.82731522e-01],
       [ 4.67795483e-01],
       [-9.02478955e-01],
       [ 1.07543470e-02],
       [ 1.26115374e-01],
       [ 2.20188027e-01],
       [-6.66590096e-01],
       [ 2.17902713e-02],
       [-1.74884976e-01],
       [-2.35139350e-01],
       [-4.30363656e-02],
       [-7.46272909e-01],
       [ 2.05730469e-02],
       [-8.52069473e-02],
       [-5.28934811e-01],
       [ 8.63626053e-01],
       [-3.99465489e-02],
       [-1.78517451e-01],
       [ 2.68094045e-01],
       [ 3.08635686e-03],
       [ 1.38789408e-01],
       [-2.50940454e-01],
       [-2.88131575e-01],
       [ 6.48139870e-01],
       [ 2.46764942e-01],
       [ 4.40813474e-01],
       [-1.97259615e-02],
       [ 1.84692090e-01],
       [ 5.33272915e-01],
       [ 1.08420941e-01],
       [-1.71234943e-01],
       [ 4.62345756e-01],
       [ 2.88658131e-01],
       [ 7.91278861e-02],
       [ 1.48354438e-02],
       [-4.55086407e-01],
       [ 5.28569700e-03],
       [ 4.00749889e-01],
       [ 2.81080996e-01],
       [ 4.86101091e-01],
       [ 4.30812250e-01],
       [-5.79526293e-01],
       [-3.38044229e-02],
       [ 2.83843030e-02],
       [ 5.75084438e-01],
       [ 2.86187207e-01],
       [ 1.06578191e-01],
       [-1.07957682e-01],
       [-9.73877641e-02],
       [-5.11684353e-01],
       [-1.21976002e-01],
       [-1.74692359e-01],
       [ 3.42946702e-01],
       [ 6.43463143e-01],
       [-3.71097354e-01],
       [ 6.16705679e-01],
       [ 1.10327949e-01],
       [-1.58921834e-01],
       [-2.72790869e-01],
       [-3.25467669e-01],
       [-6.63043875e-02],
       [-4.76596634e-01],
       [ 1.79200683e-01],
       [-1.47752183e-01],
       [ 4.71174038e-01],
       [ 3.29812192e-01],
       [ 1.47646538e-01],
       [-2.08509101e-01],
       [ 2.82196945e-01],
       [ 5.34544845e-01],
       [-2.79239940e-01],
       [ 1.56433213e-01],
       [-5.03545200e-01],
       [ 7.58647191e-02],
       [-7.63757629e-01],
       [ 1.07727247e-02],
       [ 5.05187332e-01],
       [ 1.28100078e-02],
       [-1.32624894e-01],
       [ 5.51031424e-01],
       [ 2.34634661e-01],
       [-1.65804949e-01],
       [-1.67217310e-01],
       [-3.29193866e-01],
       [ 9.22995737e-02],
       [ 1.51436471e-01],
       [-1.13816178e-02],
       [ 2.47978568e-01],
       [-7.02075150e-02],
       [ 3.95904666e-02],
       [-3.76791812e-01],
       [ 1.62091351e-01],
       [-1.92993349e-02],
       [-1.23928856e-01],
       [ 3.30822348e-01],
       [-9.94035096e-02],
       [ 2.39063134e-01],
       [-2.21085981e-01],
       [ 4.15655011e-01],
       [ 7.31889628e-01],
       [-2.37562018e-03],
       [ 3.52410363e-01],
       [ 2.32317716e-01],
       [-1.79839931e-01],
       [-2.70617570e-01],
       [-8.88507536e-02],
       [ 9.63797684e-02],
       [ 8.71851172e-02],
       [ 3.95588693e-01],
       [ 6.13287256e-01],
       [-3.94420458e-02],
       [ 1.52719540e-01],
       [-7.93855136e-02],
       [-2.44914368e-01],
       [-7.82945597e-01],
       [-5.03490921e-01],
       [ 4.27814705e-01],
       [ 5.41654852e-01],
       [ 1.89763505e-01],
       [-3.26862509e-01],
       [-1.60917230e-01],
       [ 3.50379925e-01],
       [-3.85433111e-02],
       [ 3.63771768e-02],
       [ 7.26370388e-03],
       [ 2.47862009e-01],
       [ 6.32263049e-02],
       [ 5.24334620e-01],
       [ 4.71935585e-01],
       [ 1.25690102e-01],
       [ 4.42892391e-01],
       [ 4.63651959e-01],
       [-4.98742967e-01],
       [ 2.83821908e-01],
       [-3.67174423e-01],
       [ 3.41418230e-01],
       [ 5.25014864e-02],
       [-1.93835734e-01],
       [ 1.64406612e-01],
       [ 5.04651906e-01],
       [-9.96942218e-02],
       [-1.42750071e-01],
       [-5.24789302e-01],
       [ 2.98121165e-02],
       [-3.50888147e-01],
       [ 3.91553697e-01],
       [-1.68759631e-01],
       [ 2.77447281e-01],
       [-3.45983027e-01],
       [-1.20979716e-01],
       [ 6.46246228e-01],
       [-3.90411842e-01],
       [-1.81522092e-01],
       [-3.91884135e-01],
       [ 3.72130530e-01],
       [-1.45004867e-01],
       [ 5.90336213e-01],
       [-7.68961335e-02],
       [-1.71908731e-01],
       [-2.49252751e-02],
       [-2.35267088e-01],
       [-3.06329270e-01],
       [-1.37539549e-01],
       [ 1.59247961e-02],
       [-3.60962318e-01],
       [ 7.05079894e-01],
       [ 1.17111267e-01],
       [-5.28299834e-01],
       [-1.90635276e-01],
       [ 4.69513503e-01],
       [-9.39588407e-02],
       [ 9.30159322e-02],
       [-3.93471822e-01],
       [-1.39763719e-01],
       [ 2.96673160e-01],
       [ 1.29201414e-02],
       [-9.57428804e-02],
       [-1.25791245e-02],
       [-3.80152116e-01],
